=== SHEET 1: INPUT_PARAMETERS ===
Cell,Variable_Name,Capability,Default_Value,Origin_Copybook,Type
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(H-BUN-ADJUSTED-BASE-WAGE-AMT * ((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ** ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) * ((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","=((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ^ ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) * ((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","PODZIEL [((((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))    * ((CM BSA ** ((H-BUN BSA - 1.87)] PRZEZ [.1))    * (CM BMI LT 18 5))    * ((1)  * (1.000)) * ((CM LOW VOL ADJ LT 4000)).) * ((B-CLAIM Numer DIALYSIS SESSIONS) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-FULL CLAIM Kwota  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-BUN-ADJUSTED-BASE-WAGE-AMT + H-BUN-WAGE-ADJ-TRAINING-AMT","(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ** ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) + (ZERO)","=(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ^ ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) + (ZERO)","PODZIEL [(((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))    * ((CM BSA ** ((H-BUN BSA - 1.87)] PRZEZ [.1))    * (CM BMI LT 18 5))    * ((1)  * (1.000)) * ((CM LOW VOL ADJ LT 4000)).) + (ZERO)] -> ZAPISZ DO WYNIKU [H-PPS FINAL PAY Kwota  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-LV-PPS-FINAL-PAY-AMT - H-PPS-FINAL-PAY-AMT","H-LV-PPS-FINAL-PAY-AMT - ((((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ** ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) * 3) / 7))","=H-LV-PPS-FINAL-PAY-AMT - ((((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ^ ((H-BUN-BSA - 1.87) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * ((CM-LOW-VOL-ADJ-LT-4000)).) * 3) / 7))","PODZIEL [H-LV PPS FINAL PAY Kwota - ((((((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))    * ((CM BSA ** ((H-BUN BSA - 1.87)] PRZEZ [.1))    * (CM BMI LT 18 5))    * ((1)  * (1.000)) * ((CM LOW VOL ADJ LT 4000)).) * 3) / 7))] -> ZAPISZ DO WYNIKU [H-LV PPS FINAL PAY Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-LV-OUT-PAYMENT - H-OUT-PAYMENT","H-LV-OUT-PAYMENT - H-OUT-PAYMENT","=H-LV-OUT-PAYMENT - H-OUT-PAYMENT","ODEJMIJ [LV OUT PAYMENT - H-OUT PAYMENT] OD [H] -> ZAPISZ DO WYNIKU [H-LV OUT PAYMENT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-LV-PPS-FINAL-PAY-AMT + H-LV-OUT-PAYMENT","H-LV-PPS-FINAL-PAY-AMT + H-LV-OUT-PAYMENT","=H-LV-PPS-FINAL-PAY-AMT + H-LV-OUT-PAYMENT","DODAJ [H-LV PPS FINAL PAY Kwota] DO [H-LV OUT PAYMENT] -> ZAPISZ DO WYNIKU [H-LV PPS FINAL PAY Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-LV-PPS-FINAL-PAY-AMT * BUN-CBSA-BLEND-PCT","H-LV-PPS-FINAL-PAY-AMT * BUN-CBSA-BLEND-PCT","=H-LV-PPS-FINAL-PAY-AMT * BUN-CBSA-BLEND-PCT","POMNÓŻ [H-LV PPS FINAL PAY Kwota] PRZEZ [BUN CBSA BLEND PCT] -> ZAPISZ DO WYNIKU [PPS LOW VOL Kwota  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-LV-PPS-FINAL-PAY-AMT","H-LV-PPS-FINAL-PAY-AMT","=H-LV-PPS-FINAL-PAY-AMT","PRZYPISZ / USTAW WARTOŚĆ [H-LV PPS FINAL PAY Kwota] DO POLA [PPS LOW VOL Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-GI-BLEED","CM-GI-BLEED","=CM-GI-BLEED","PRZYPISZ / USTAW WARTOŚĆ [CM GI BLEED] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-PNEUMONIA","CM-PNEUMONIA","=CM-PNEUMONIA","PRZYPISZ / USTAW WARTOŚĆ [CM PNEUMONIA] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-PERICARDITIS","CM-PERICARDITIS","=CM-PERICARDITIS","PRZYPISZ / USTAW WARTOŚĆ [CM PERICARDITIS] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-MYELODYSPLASTIC","CM-MYELODYSPLASTIC","=CM-MYELODYSPLASTIC","PRZYPISZ / USTAW WARTOŚĆ [CM MYELODYSPLASTIC] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-SICKEL-CELL","CM-SICKEL-CELL","=CM-SICKEL-CELL","PRZYPISZ / USTAW WARTOŚĆ [CM SICKEL CELL] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","CM-MONOCLONAL-GAMM","CM-MONOCLONAL-GAMM","=CM-MONOCLONAL-GAMM","PRZYPISZ / USTAW WARTOŚĆ [CM MONOCLONAL GAMM] DO POLA [H-COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-LT-13-HEMO-MODE","SB-AGE-LT-13-HEMO-MODE","=SB-AGE-LT-13-HEMO-MODE","PRZYPISZ / USTAW WARTOŚĆ [SB AGE LT 13 HEMO MODE] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-LT-13-PD-MODE","SB-AGE-LT-13-PD-MODE","=SB-AGE-LT-13-PD-MODE","PRZYPISZ / USTAW WARTOŚĆ [SB AGE LT 13 PD MODE] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-13-17-HEMO-MODE","SB-AGE-13-17-HEMO-MODE","=SB-AGE-13-17-HEMO-MODE","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 13 17 HEMO MODE] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-13-17-PD-MODE","SB-AGE-13-17-PD-MODE","=SB-AGE-13-17-PD-MODE","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 13 17 PD MODE] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-18-44","SB-AGE-18-44","=SB-AGE-18-44","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 18 44] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-45-59","SB-AGE-45-59","=SB-AGE-45-59","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 45 59] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-60-69","SB-AGE-60-69","=SB-AGE-60-69","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 60 69] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-70-79","SB-AGE-70-79","=SB-AGE-70-79","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 70 79] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-AGE-80-PLUS","SB-AGE-80-PLUS","=SB-AGE-80-PLUS","PRZYPISZ / USTAW WARTOŚĆ [SB AGE 80 PLUS] DO POLA [H-OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","=(.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))","POMNÓŻ [(.007184] PRZEZ [(B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))] -> ZAPISZ DO WYNIKU [H-OUT BSA  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-BSA ** ((H-OUT-BSA - 1.87) / .1)","SB-BSA ** ((H-OUT-BSA - 1.87) / .1)","=SB-BSA ^ ((H-OUT-BSA - 1.87) / .1)","PODZIEL [SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1)] -> ZAPISZ DO WYNIKU [H-OUT BSA FACTOR  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT BSA FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","=(B-PATIENT-WGT / (B-PATIENT-HGT ^ 2)) * 10000.","PODZIEL [(B-PATIENT WGT] PRZEZ [(B-PATIENT HGT ** 2)) * 10000.] -> ZAPISZ DO WYNIKU [H-OUT BMI  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-BMI-LT-18-5","SB-BMI-LT-18-5","=SB-BMI-LT-18-5","PRZYPISZ / USTAW WARTOŚĆ [SB BMI LT 18 5] DO POLA [H-OUT BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1","1","=1","PRZYPISZ / USTAW WARTOŚĆ [1] DO POLA [H-OUT ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-ONSET-LE-120","SB-ONSET-LE-120","=SB-ONSET-LE-120","PRZYPISZ / USTAW WARTOŚĆ [SB ONSET LE 120] DO POLA [H-OUT ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1","1","=1","PRZYPISZ / USTAW WARTOŚĆ [1] DO POLA [H-OUT ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-GI-BLEED","SB-GI-BLEED","=SB-GI-BLEED","PRZYPISZ / USTAW WARTOŚĆ [SB GI BLEED] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-PNEUMONIA","SB-PNEUMONIA","=SB-PNEUMONIA","PRZYPISZ / USTAW WARTOŚĆ [SB PNEUMONIA] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-PERICARDITIS","SB-PERICARDITIS","=SB-PERICARDITIS","PRZYPISZ / USTAW WARTOŚĆ [SB PERICARDITIS] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1","1","=1","PRZYPISZ / USTAW WARTOŚĆ [1] DO POLA [H-OUT LOW VOL MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","1","1","=1","PRZYPISZ / USTAW WARTOŚĆ [1] DO POLA [H-OUT LOW VOL MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","SB-LOW-VOL-ADJ-LT-4000","SB-LOW-VOL-ADJ-LT-4000","=SB-LOW-VOL-ADJ-LT-4000","PRZYPISZ / USTAW WARTOŚĆ [SB LOW VOL ADJ LT 4000] DO POLA [H-OUT LOW VOL MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","`H-OUT-AGE-FACTOR` <- `SB-AGE-LT-13-HEMO-MODE`<br>`H-OUT-BSA-FACTOR` <- `1.000`<br>`H-OUT-BMI-FACTOR` <- `SB-BMI-LT-18-5`<br>`H-OUT-ONSET-FACTOR` <- `1`<br>`H-OUT-COMORBID-MULTIPLIER` <- `1.000`<br>`H-OUT-LOW-VOL-MULTIPLIER` <- `1`","(H-OUT-AGE-FACTOR * H-OUT-BSA-FACTOR * H-OUT-BMI-FACTOR * H-OUT-ONSET-FACTOR * H-OUT-COMORBID-MULTIPLIER * H-OUT-LOW-VOL-MULTIPLIER).","((SB-AGE-LT-13-HEMO-MODE) * (SB-BSA ** ((H-OUT-BSA - 1.87) / .1)) * (SB-BMI-LT-18-5) * (1) * (1.000) * (1)).","=((SB-AGE-LT-13-HEMO-MODE) * (SB-BSA ^ ((H-OUT-BSA - 1.87) / .1)) * (SB-BMI-LT-18-5) * (1) * (1.000) * (1)).","PODZIEL [((SB AGE LT 13 HEMO MODE) * (SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1)) * (SB BMI LT 18 5) * (1) * (1.000) * (1)).] -> ZAPISZ DO WYNIKU [H-OUT PREDICTED SERVICES MAP  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(H-OUT-PREDICTED-SERVICES-MAP * ADJ-AVG-MAP-AMT-LT-18)","((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)","=((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)","PODZIEL [((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (1)).) * ADJ Średnia MAP Kwota LT 18)] -> ZAPISZ DO WYNIKU [H-OUT CM ADJ PREDICT MAP TRT  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","ADJ-AVG-MAP-AMT-LT-18","ADJ-AVG-MAP-AMT-LT-18","=ADJ-AVG-MAP-AMT-LT-18","PRZYPISZ / USTAW WARTOŚĆ [ADJ Średnia MAP Kwota LT 18] DO POLA [H-OUT ADJ Średnia MAP Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(H-OUT-PREDICTED-SERVICES-MAP * ADJ-AVG-MAP-AMT-GT-17)","((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-GT-17)","=((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-GT-17)","PODZIEL [((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (1)).) * ADJ Średnia MAP Kwota GT 17)] -> ZAPISZ DO WYNIKU [H-OUT CM ADJ PREDICT MAP TRT  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","ADJ-AVG-MAP-AMT-GT-17","ADJ-AVG-MAP-AMT-GT-17","=ADJ-AVG-MAP-AMT-GT-17","PRZYPISZ / USTAW WARTOŚĆ [ADJ Średnia MAP Kwota GT 17] DO POLA [H-OUT ADJ Średnia MAP Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","((B-CLAIM-NUM-DIALYSIS-SESSIONS * 3) / 7)","((B-CLAIM-NUM-DIALYSIS-SESSIONS * 3) / 7)","=((B-CLAIM-NUM-DIALYSIS-SESSIONS * 3) / 7)","PODZIEL [((B-CLAIM Numer DIALYSIS SESSIONS * 3)] PRZEZ [7)] -> ZAPISZ DO WYNIKU [H-HEMO EQUIV DIAL SESSIONS  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)","(B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)","=(B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)","PODZIEL [(B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)] -> ZAPISZ DO WYNIKU [H-OUT IMPUTED MAP  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(B-TOT-PRICE-SB-OUTLIER / B-CLAIM-NUM-DIALYSIS-SESSIONS)","(B-TOT-PRICE-SB-OUTLIER / B-CLAIM-NUM-DIALYSIS-SESSIONS)","=(B-TOT-PRICE-SB-OUTLIER / B-CLAIM-NUM-DIALYSIS-SESSIONS)","PODZIEL [(B-TOT Cena SB OUTLIER] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS)] -> ZAPISZ DO WYNIKU [H-OUT IMPUTED MAP  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-OUT-CM-ADJ-PREDICT-MAP-TRT + FIX-DOLLAR-LOSS-LT-18","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (1)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS LT 18] -> ZAPISZ DO WYNIKU [H-OUT PREDICTED MAP  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","FIX-DOLLAR-LOSS-LT-18","FIX-DOLLAR-LOSS-LT-18","=FIX-DOLLAR-LOSS-LT-18","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS LT 18] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(H-OUT-IMPUTED-MAP - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-OUT PREDICTED MAP) * LOSS SHARING PCT LT 18] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","LOSS-SHARING-PCT-LT-18","LOSS-SHARING-PCT-LT-18","=LOSS-SHARING-PCT-LT-18","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT LT 18] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-OUT-CM-ADJ-PREDICT-MAP-TRT + FIX-DOLLAR-LOSS-GT-17","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - 1.87) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - 1.87)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (1)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS GT 17] -> ZAPISZ DO WYNIKU [H-OUT PREDICTED MAP  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","FIX-DOLLAR-LOSS-GT-17","FIX-DOLLAR-LOSS-GT-17","=FIX-DOLLAR-LOSS-GT-17","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS GT 17] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","(H-OUT-IMPUTED-MAP - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-OUT PREDICTED MAP) * LOSS SHARING PCT GT 17] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","LOSS-SHARING-PCT-GT-17","LOSS-SHARING-PCT-GT-17","=LOSS-SHARING-PCT-GT-17","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT GT 17] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-OUT-PAYMENT","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [((((B-TOT Cena SB OUTLIER / H-HEMO EQUIV DIAL SESSIONS))  -  H-OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18)] DO POLA [OUT NON PER DIEM PAYMENT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL130","","H-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","PODZIEL [((((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS))  -  H-OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18) * (((B-CLAIM Numer DIALYSIS SESSIONS) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT ROUNDED]"
